,Group + Cooking Method,Frequency,Weight,Calories,Protein,Fat,Carbohydrates,Calcium (mg),Phosphorus (mg),Iron (mg),Vitamin A (ug RE),Thiamin (mg),Riboflavin (mg),Niacin (mg NE),Vitamin C (mg)
16,Baked Bread,14,526.58666667,1724.0,53.300000000000004,21.7,328.7,197.0,436.0,16.3,3.0,1.2799999999999998,0.8,24.099999999999998,0.0
17,Boiled Pork,13,645.87,1449.0,87.6,119.80000000000001,4.699999999999999,159.0,830.0,8.8,132.0,1.59,0.64,28.7,9.0
18,Boiled Chicken,13,577.74,1035.0,129.29999999999998,57.400000000000006,1.2,174.0,954.0,7.4,2936.0,0.5,1.9400000000000006,71.99999999999999,22.0
19,Raw Fruit,10,559.79,776.0,9.8,1.6,180.70000000000002,114.0,232.0,4.999999999999999,135.0,0.18000000000000002,0.21000000000000002,5.299999999999999,116.0
20,Fried Beef,10,463.35,866.2,40.599999999999994,44.900000000000006,61.00000000000001,58.0,188.0,11.4,140.0,0.04,0.14,6.2,2.0
21,Fried Chicken,10,371.48,766.0,64.0,56.699999999999996,0.1,168.0,439.0,4.1,121.0,0.19,0.32000000000000006,27.700000000000003,11.0
22,Condiment,10,90.0,449.0,0.5,29.800000000000004,44.300000000000004,59.0,12.0,0.6000000000000001,0.0,0.0,0.03,0.2,0.0
23,Coffee,9,148.0,630.0,8.799999999999999,14.7,114.1,40.0,112.0,0.5,0.0,0.0,0.1,17.4,0.0
24,Biscuit,8,262.5,1207.0,28.5,41.4,179.3,199.0,0.0,6.7,0.0,0.0,0.0,0.0,0.0
25,Processed Meat,6,250.0,1100.0,74.0,83.0,14.700000000000001,229.0,627.0,13.3,0.0,0.39,0.8999999999999999,27.0,0.0
26,Stir-fried Vegetable,5,184.7025,89.0,6.7,0.7,14.200000000000001,127.0,82.0,1.6,88.0,0.21000000000000002,0.2,2.8,33.0
27,Boiled Others,5,370.48,171.0,31.4,4.8999999999999995,0.0,67.0,312.0,1.7,97.0,0.13,0.23,15.700000000000001,0.0
28,Fruit,5,285.0,265.0,2.5999999999999996,0.7,61.7,50.0,69.0,2.1,214.0,0.15,0.14,2.2,140.0
29,Fresh Fruit,5,365.0,200.0,2.2,1.3,45.0,112.0,52.0,3.5999999999999996,194.0,0.16999999999999998,0.13,2.3,208.0
30,Dried Fish,5,110.805,208.0,43.0,3.9000000000000004,0.0,1105.0,592.0,5.500000000000001,207.0,0.01,0.14,21.7,0.0
31,Sauteed Fish,5,167.0,234.0,31.5,10.100000000000001,4.5,316.0,312.0,0.7,16.0,0.02,0.24999999999999997,14.100000000000001,0.0
32,Braised Chicken,4,101.13999999999999,197.0,19.2,13.5,0.0,18.0,135.0,1.0,23.0,0.08,0.09,10.8,1.0
33,Boiled Leafy Vegetable,4,126.9,61.0,2.8,0.8999999999999999,10.5,106.0,27.0,2.6,562.0,0.07,0.13,1.6,65.0
34,Fermented Fish,4,37.5,38.0,8.2,0.7,0.0,310.0,179.0,2.9,27.0,0.0,0.06999999999999999,3.0000000000000004,0.0
35,Stir-fried Leafy Vegetable,2,58.995000000000005,19.0,1.2999999999999998,0.30000000000000004,2.8,38.0,23.0,1.5,188.0,0.03,0.07,0.7,10.0
36,Roasted Pork,2,60.0,156.0,9.4,13.100000000000001,0.1,21.0,113.0,0.8,17.0,0.2,0.09,4.0,1.0
37,Boiled Seafood,2,150.0,24.0,5.2,0.4,0.0,14.0,47.0,0.5,37.0,0.0,0.01,1.4,0.0
38,Sauteed Pork,2,103.53,335.0,17.3,29.5,0.2,14.0,205.0,1.0,9.0,0.54,0.12000000000000001,7.300000000000001,2.0
39,Roasted Others,2,60.0,116.0,9.3,8.0,1.9,35.0,62.0,0.6000000000000001,517.0,0.08,0.16,3.5,0.0
40,Others,2,375.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,Boiled Chicken/Beef/Pork,2,60.0,97.0,7.6,5.9,3.1,22.0,79.0,0.6,17.0,0.05,0.07,2.9000000000000004,0.0
42,Chicken,2,197.0,306.0,26.6,15.9,14.0,163.0,250.0,3.6,19.0,0.06,0.11000000000000001,13.2,0.0
43,Sauteed Beef,1,53.3,109.0,7.9,8.0,1.1,14.0,63.0,0.5,3.0,0.01,0.07,2.2,0.0
44,Roasted Chicken,1,30.0,52.8,7.8,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,Fried Chicken/Pork,1,10.0,90.0,0.0,9.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,Fish,1,66.6,85.0,6.8,5.1,2.9,117.0,131.0,0.0,12.0,0.01,0.13,4.2,0.0
47,Boiled Beef,1,30.0,44.0,7.6,1.5,0.0,10.0,52.0,0.8,64.0,0.03,0.05,2.6,0.0
48,Canned Processed Food,1,22.9,90.0,3.3,8.5,0.0,3.0,26.0,0.2,1.0,0.13,0.03,1.6,0.0
49,Duck,1,126.9,199.0,28.9,9.3,0.0,119.0,233.0,3.2,65.0,0.18,0.38,16.9,0.0
50,Juice,1,200.0,80.0,0.0,0.0,20.0,0.0,0.0,0.0,182.0,0.0,0.0,0.0,75.0
51,Grilled Chicken/Beef/Pork,1,15.12,46.0,2.6,4.0,0.0,2.0,33.0,0.2,2.0,0.08,0.02,1.1,0.0
52,Beef,1,30.0,55.0,9.1,2.1,0.0,10.0,69.0,0.4,13.0,0.03,0.03,5.6,0.0
53,Cereals,1,40.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,Fried Sweets,1,20.0,48.0,0.6,0.8,9.6,5.0,13.0,0.1,5.0,0.02,0.01,0.3,0.0
55,Grilled Pork,1,60.0,96.0,6.7,7.6,0.0,6.0,63.0,0.6,57.0,0.28,0.12,4.4,0.0
56,Deep-Fried Pork,1,30.0,124.0,7.0,10.6,0.1,5.0,89.0,0.4,4.0,0.21,0.05,2.9,1.0
57,Bread,1,40.0,132.0,3.9,2.0,24.4,31.0,38.0,1.6,0.0,0.08,0.06,2.0,0.0
58,Processed Sweets,1,10.0,38.0,0.4,0.2,8.8,17.0,11.0,0.0,17.0,0.02,0.04,0.1,0.0
59,Boiled Fruit,1,40.0,42.0,0.4,0.4,9.2,56.0,8.0,0.3,5.0,0.02,0.02,0.4,4.0
60,Braised Fish,1,56.0,64.0,14.6,0.6,0.0,89.0,109.0,1.2,61.0,0.01,0.02,7.8,0.0
61,Stir-fried Pork/Chicken,1,23.33,29.0,4.2,0.9,0.9,3.0,35.0,0.8,2153.0,0.07,1.05,3.3,8.0
62,Baked Sweets,1,20.0,51.0,0.6,0.2,11.8,3.0,12.0,0.3,0.0,0.01,0.0,0.3,0.0
