,Group + Cooking Method,Frequency,Weight,Calories,Protein,Fat,Carbohydrates,Calcium (mg),Phosphorus (mg),Iron (mg),Vitamin A (ug RE),Thiamin (mg),Riboflavin (mg),Niacin (mg NE),Vitamin C (mg)
0,Boiled Rice,508,68096.63000000003,89231.0,1473.8000000000068,154.5999999999998,20532.99999999994,7687.0,25467.0,425.19999999999965,0.0,14.58999999999991,14.079999999999908,608.4999999999975,0.0
1,Water,255,58260.59999999999,50.0,2.8,2.1,5.9,132.0,0.0,92.4,0.0,0.0,0.0,0.0,66.0
2,Fried Egg,142,7575.229999999993,12411.0,951.0999999999998,874.9999999999989,191.00000000000003,5456.0,13317.0,215.5,20299.0,5.529999999999996,30.040000000000045,334.8000000000002,0.0
3,Milk,79,2925.5,10173.0,334.1000000000001,420.8000000000001,1244.5999999999995,14580.0,6610.0,744.7999999999998,4871.0,12.38,8.579999999999998,3.0,1413.0
4,Fried Fish,73,2595.3549999999996,4091.0,663.6000000000003,144.4,32.3,2674.0,6838.0,37.20000000000001,2617.0,2.649999999999998,4.67,369.70000000000005,0.0
5,Boiled Vegetable,65,1496.4427772400004,1226.0,72.50000000000003,22.7,182.49999999999994,1695.0,1015.0,21.200000000000006,2901.0,1.6400000000000006,1.2500000000000004,36.40000000000001,311.0
6,Fried Processed Meat,58,3258.5,6256.0,374.40000000000003,441.8999999999999,183.70000000000002,720.0,2334.0,64.90000000000003,4695.0,8.719999999999995,1.8900000000000012,70.5,0.0
7,Boiled Fish,26,1342.4099999999999,1176.0,220.19999999999996,30.3,5.6,639.0,2134.0,11.3,943.0,0.8800000000000001,1.4300000000000002,117.29999999999998,3.0
8,Sauteed Vegetable,20,566.9412500000001,170.0,4.300000000000001,0.9999999999999999,35.6,238.0,110.0,4.2,538.0,0.15000000000000002,0.18,2.900000000000001,92.0
9,Boiled Egg,19,1147.5,1945.0,157.9,140.80000000000004,9.0,841.0,2066.0,39.80000000000001,1143.0,0.9600000000000002,5.290000000000003,29.999999999999996,0.0
10,Sweets,18,436.0,1841.0,29.499999999999996,72.19999999999997,268.3,550.0,624.0,27.099999999999994,0.0,0.0,2.33,6.8,195.0
11,Boiled Noodles,18,728.625,2298.0,48.09999999999999,75.10000000000001,340.8,166.0,3.0,41.5,268.0,0.0,0.0,0.0,2.0
12,Fried Vegetable,14,487.98900000000003,527.0,5.2,45.8,23.3,146.0,135.0,2.4000000000000004,73.0,0.36000000000000004,0.21999999999999997,3.4999999999999996,9.0
13,Fried Pork,12,748.23,2889.0,120.6,249.1,40.1,233.0,1317.0,9.3,386.0,3.73,1.3800000000000001,57.39999999999999,11.0
14,Baked Bread,11,446.59666667000005,1460.0,45.300000000000004,18.299999999999997,278.3,178.0,376.0,13.9,3.0,1.1,0.6799999999999999,20.4,0.0
15,Coffee,10,161.0,690.0,8.899999999999997,16.8,124.2,40.0,110.0,0.5,0.0,0.0,0.1,17.2,0.0
16,Canned Processed Meat,9,264.99,531.0,42.6,36.4,9.900000000000002,45.0,196.0,1.6,9.0,0.0,0.24,7.0,0.0
17,Sauteed Noodles,9,358.75,608.0,15.799999999999999,17.400000000000002,97.2,82.0,107.0,2.2,28.0,0.08,0.08,5.699999999999999,0.0
18,Boiled Chicken,8,328.15,600.0,70.6,35.1,1.2,85.0,502.0,4.5,2849.0,0.33999999999999997,1.6900000000000004,39.199999999999996,18.0
19,Condiment,8,82.5,419.0,0.5,29.800000000000004,36.900000000000006,52.0,11.0,0.6000000000000001,0.0,0.0,0.03,0.2,0.0
20,Boiled Pork,8,287.65,773.0,50.199999999999996,61.4,4.3999999999999995,90.0,373.0,5.8,77.0,0.71,0.30000000000000004,13.200000000000001,6.0
21,Fried Beef,8,388.5,723.2,35.300000000000004,36.2,50.70000000000001,58.0,188.0,3.4,140.0,0.04,0.14,6.2,2.0
22,Fried Chicken,6,140.0,383.0,24.200000000000003,31.7,0.1,69.0,145.0,1.7000000000000002,64.0,0.08,0.13,9.200000000000001,4.0
23,Raw Fruit,5,300.0,519.0,6.8,0.9,120.8,72.0,147.0,3.1999999999999997,123.0,0.12,0.15000000000000002,3.4,66.0
24,Dried Fish,5,110.805,208.0,43.0,3.9000000000000004,0.0,1105.0,592.0,5.500000000000001,207.0,0.01,0.14,21.7,0.0
25,Processed Meat,5,220.0,968.0,65.10000000000001,73.0,12.9,201.0,551.0,11.8,0.0,0.34,0.79,23.800000000000004,0.0
26,Fruit,4,205.0,164.0,1.4999999999999998,0.5,38.0,33.0,42.0,1.5,166.0,0.13,0.1,1.6,120.0
27,Boiled Others,4,327.5,126.0,22.5,3.9000000000000004,0.0,48.0,228.0,1.3,35.0,0.09000000000000001,0.15,10.8,0.0
28,Fermented Fish,4,37.5,38.0,8.2,0.7,0.0,310.0,179.0,2.9,27.0,0.0,0.06999999999999999,3.0000000000000004,0.0
29,Biscuit,4,149.0,687.0,15.600000000000001,24.1,102.0,108.0,0.0,3.2,0.0,0.0,0.0,0.0,0.0
30,Stir-fried Vegetable,3,117.2025,54.0,4.0,0.4,8.8,77.0,53.0,1.0,53.0,0.13,0.13,1.7999999999999998,23.0
31,Boiled Leafy Vegetable,3,97.2,42.0,1.9,0.6000000000000001,7.4,77.0,18.0,2.1,422.0,0.05,0.09,1.1,49.0
32,Others,2,375.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,Stir-fried Leafy Vegetable,2,58.995000000000005,19.0,1.2999999999999998,0.30000000000000004,2.8,38.0,23.0,1.5,188.0,0.03,0.07,0.7,10.0
34,Braised Chicken,2,41.15,119.0,6.2,10.5,0.0,4.0,37.0,0.4,5.0,0.04,0.05,2.8,1.0
35,Fresh Fruit,2,125.0,65.0,0.7,0.5,14.5,41.0,16.0,1.2,66.0,0.05,0.04,0.6,81.0
36,Chicken,1,87.0,79.0,13.0,3.0,0.0,14.0,97.0,0.6,19.0,0.04,0.04,8.0,0.0
37,Stir-fried Pork/Chicken,1,23.33,29.0,4.2,0.9,0.9,3.0,35.0,0.8,2153.0,0.07,1.05,3.3,8.0
38,Roasted Chicken,1,30.0,52.8,7.8,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,Boiled Chicken/Beef/Pork,1,30.0,64.0,4.2,5.2,0.0,17.0,47.0,0.5,14.0,0.05,0.05,1.8,0.0
40,Boiled Seafood,1,30.0,24.0,5.2,0.4,0.0,14.0,47.0,0.5,37.0,0.0,0.01,1.4,0.0
41,Bread,1,40.0,132.0,3.9,2.0,24.4,31.0,38.0,1.6,0.0,0.08,0.06,2.0,0.0
42,Baked Sweets,1,20.0,51.0,0.6,0.2,11.8,3.0,12.0,0.3,0.0,0.01,0.0,0.3,0.0
43,Roasted Others,1,30.0,64.0,3.8,4.6,1.9,32.0,23.0,0.4,452.0,0.01,0.04,1.2,0.0
44,Duck,1,126.9,199.0,28.9,9.3,0.0,119.0,233.0,3.2,65.0,0.18,0.38,16.9,0.0
45,Sauteed Beef,1,53.3,109.0,7.9,8.0,1.1,14.0,63.0,0.5,3.0,0.01,0.07,2.2,0.0
46,Fish,1,66.6,85.0,6.8,5.1,2.9,117.0,131.0,0.0,12.0,0.01,0.13,4.2,0.0
