,Group + Cooking Method,Frequency,Weight,Calories,Protein,Fat,Carbohydrates,Calcium (mg),Phosphorus (mg),Iron (mg),Vitamin A (ug RE),Thiamin (mg),Riboflavin (mg),Niacin (mg NE),Vitamin C (mg)
0,Boiled Rice,42,6172.8,8048.0,131.30000000000007,18.300000000000004,1841.9999999999998,675.0,2229.0,38.7,0.0,1.2200000000000006,1.2500000000000007,53.19999999999999,0.0
1,Water,20,4735.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,Fried Egg,19,1063.61,1699.0,135.8,114.89999999999999,30.4,775.0,1886.0,29.599999999999998,3154.0,0.76,4.199999999999999,51.29999999999999,0.0
3,Milk,11,366.0,1073.0,36.1,44.7,129.7,1951.0,612.0,571.1999999999999,453.0,1.2400000000000002,0.8099999999999999,0.0,499.0
4,Fried Processed Meat,6,309.0,544.0,33.85,36.1,19.9,74.0,221.0,7.200000000000001,818.0,0.06,0.18,6.699999999999999,0.0
5,Fried Fish,5,192.50500000000002,286.0,43.400000000000006,10.1,5.0,138.0,401.0,2.0999999999999996,178.0,0.25,0.32,26.3,0.0
6,Boiled Vegetable,4,108.97125,84.0,0.9000000000000001,0.4,19.299999999999997,53.0,19.0,1.6,254.0,0.04,0.05,0.6000000000000001,34.0
7,Sweets,2,46.0,188.0,5.0,4.8,31.4,220.0,280.0,6.1,0.0,0.0,0.56,3.4,30.0
8,Canned Processed Meat,2,70.0,143.0,10.5,10.5,1.4,19.0,84.0,0.7,4.0,0.0,0.1,3.0,0.0
9,Boiled Chicken,2,69.59,160.0,14.2,11.5,0.0,13.0,106.0,0.8,18.0,0.06,0.14,6.4,4.0
10,Fried Chicken,2,77.52000000000001,108.0,9.7,7.7,0.0,19.0,66.0,0.6,12.0,0.04,0.07,4.199999999999999,2.0
11,Fried Pork,1,60.0,87.0,15.6,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,Stir-fried Pork/Chicken,1,23.33,29.0,4.2,0.9,0.9,3.0,35.0,0.8,2153.0,0.07,1.05,3.3,8.0
13,Canned Processed Food,1,22.9,90.0,3.3,8.5,0.0,3.0,26.0,0.2,1.0,0.13,0.03,1.6,0.0
14,Fried Beef,1,56.7,82.0,4.5,2.3,10.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
