,Group + Cooking Method,Frequency,Weight,Calories,Protein,Fat,Carbohydrates,Calcium (mg),Phosphorus (mg),Iron (mg),Vitamin A (ug RE),Thiamin (mg),Riboflavin (mg),Niacin (mg NE),Vitamin C (mg)
0,Boiled Rice,795,112022.89333333005,146083.09999999998,2428.800000000014,265.60000000000014,33705.09999999991,12678.0,42369.0,697.0999999999987,9.0,24.70999999999993,22.96999999999992,1015.099999999999,2.0
1,Water,409,94353.99999999999,50.0,2.8,2.1,5.9,132.0,0.0,92.4,0.0,0.0,0.0,0.0,66.0
2,Fried Egg,234,12878.665999999987,21010.0,1623.0999999999992,1473.4999999999966,322.89999999999986,9278.0,22617.0,367.8999999999996,34071.0,9.449999999999976,51.26000000000014,566.3000000000001,2.0
3,Milk,161,5416.5,21176.0,701.5000000000005,882.9000000000004,2573.499999999998,30648.0,14644.0,1158.9000000000015,10764.0,28.729999999999993,19.58000000000001,3.0,2835.0
4,Fried Fish,107,4268.5650000000005,6047.0,1054.2,194.69999999999987,27.4,3656.0,10728.0,56.900000000000034,4025.0,4.139999999999995,7.379999999999998,554.2999999999997,0.0
5,Fried Processed Meat,90,5174.25,10029.0,605.2999999999996,697.6999999999997,323.69999999999993,1147.0,3845.0,82.30000000000008,5879.0,21.21000000000003,3.06,115.50000000000004,0.0
6,Boiled Vegetable,80,1852.5490272400002,1485.0,95.80000000000001,24.3,219.39999999999995,2309.0,1362.0,25.500000000000014,3219.0,1.9200000000000006,1.5000000000000007,45.80000000000001,336.0
7,Boiled Fish,49,2274.54,2238.0,430.0,51.20000000000002,14.4,2015.0,4593.0,24.00000000000001,1992.0,1.9900000000000007,3.0100000000000002,230.50000000000003,47.0
8,Boiled Egg,46,3013.44,4811.0,412.6000000000002,370.59999999999985,22.799999999999994,2210.0,5425.0,104.69999999999996,2925.0,2.5599999999999996,13.889999999999995,77.5,0.0
9,Sauteed Vegetable,35,1023.1937499999999,280.0,8.299999999999999,1.5000000000000002,57.100000000000016,390.0,199.0,7.9999999999999964,956.0,0.25000000000000006,0.2900000000000001,4.800000000000001,151.0
10,Boiled Noodles,30,1264.875,4592.0,103.39999999999999,162.00000000000006,656.3999999999997,323.0,3.0,74.60000000000002,687.0,0.0,0.0,0.0,2.0
11,Sweets,30,1190.0,2958.0,55.09999999999999,99.79999999999994,501.50000000000006,1101.0,1398.0,51.69999999999999,0.0,0.06,4.540000000000001,26.599999999999994,304.0
12,Fried Vegetable,24,1067.419,776.0,11.000000000000002,56.800000000000004,55.70000000000002,341.0,298.0,5.700000000000001,148.0,0.9100000000000001,0.4800000000000001,7.899999999999999,27.0
13,Fried Pork,18,1353.51,4532.0,197.90000000000003,375.09999999999997,89.70000000000002,485.0,2317.0,16.299999999999997,780.0,5.75,2.23,94.69999999999999,12.0
14,Canned Processed Meat,18,537.32,1073.0,84.1,74.3,19.5,98.0,432.0,12.200000000000001,21.0,0.02,0.52,15.299999999999997,0.0
15,Sauteed Noodles,18,882.25,2055.0,57.66,82.69999999999999,274.1,168.0,382.0,10.3,67.0,0.72,0.3,16.2,0.0
16,Boiled Pork,15,788.61,1831.0,110.30000000000001,152.0,4.8999999999999995,204.0,1107.0,10.7,167.0,2.1100000000000003,0.84,38.099999999999994,11.0
17,Baked Bread,15,606.58666667,1979.0,61.800000000000004,24.4,377.69999999999993,249.0,518.0,18.8,5.0,1.5299999999999998,0.9300000000000002,27.499999999999996,0.0
18,Coffee,14,199.0,860.0,9.399999999999997,21.89999999999999,154.5,40.0,112.0,0.5,0.0,0.0,0.1,17.4,0.0
19,Boiled Chicken,12,538.1500000000001,961.0,122.29999999999998,52.30000000000001,1.2,166.0,891.0,7.0,2924.0,0.48,1.8600000000000005,68.9,20.0
20,Biscuit,11,343.5,1577.0,38.0,53.4,226.60000000000002,229.0,0.0,8.7,0.0,0.0,0.0,0.0,0.0
21,Raw Fruit,10,559.79,776.0,9.8,1.6,180.70000000000002,114.0,232.0,4.999999999999999,135.0,0.18000000000000002,0.21000000000000002,5.299999999999999,116.0
22,Fried Beef,10,463.35,866.2,40.599999999999994,44.900000000000006,61.00000000000001,58.0,188.0,11.4,140.0,0.04,0.14,6.2,2.0
23,Condiment,10,90.0,449.0,0.5,29.800000000000004,44.300000000000004,59.0,12.0,0.6000000000000001,0.0,0.0,0.03,0.2,0.0
24,Fried Chicken,9,335.65999999999997,743.0,61.4,55.3,0.1,154.0,416.0,3.9,115.0,0.19,0.31000000000000005,26.700000000000003,11.0
25,Processed Meat,7,270.0,1188.0,79.89999999999999,89.6,15.9,247.0,677.0,14.400000000000002,0.0,0.42,0.9699999999999998,29.199999999999996,0.0
26,Fresh Fruit,5,365.0,200.0,2.2,1.3,45.0,112.0,52.0,3.5999999999999996,194.0,0.16999999999999998,0.13,2.3,208.0
27,Dried Fish,5,110.805,208.0,43.0,3.9000000000000004,0.0,1105.0,592.0,5.500000000000001,207.0,0.01,0.14,21.7,0.0
28,Fruit,5,285.0,265.0,2.5999999999999996,0.7,61.7,50.0,69.0,2.1,214.0,0.15,0.14,2.2,140.0
