,Household No.,HHLD Visit,Meal,Dish List
92,11104,Third WE,Breakfast,"['Boiled Rice', 'Fried Egg', nan]"
93,11105,First WD,Breakfast,"['Boiled Rice', 'Fried Egg', nan, 'Sauteed Fish', nan]"
94,11105,Second WD,Breakfast,"['Boiled Rice', 'Sauteed Noodles', nan, nan]"
95,11105,Third WE,Breakfast,"['Boiled Rice', 'Fried Egg', nan]"
96,11106,First WD,Breakfast,"['Boiled Rice', 'Fried Egg']"
97,11106,Second WD,Breakfast,"['Fried Egg', 'Boiled Rice']"
98,11106,Third WE,Breakfast,"['Baked Bread', 'Fried Egg', 'Boiled Rice']"
99,11108,First WD,Breakfast,"['Fried Processed Meat', nan, 'Boiled Rice', 'Water']"
100,11108,Second WD,Breakfast,"['Boiled Rice', 'Boiled Egg', 'Water']"
101,11108,Third WE,Breakfast,"['Boiled Rice', 'Boiled Pork', nan, nan, nan, 'Water']"
102,11109,First WD,Breakfast,"['Boiled Rice', 'Boiled Vegetable', nan, nan, 'Water', 'Fried Fish', nan]"
103,11109,Second WD,Breakfast,"['Boiled Rice', 'Fried Egg', nan, 'Fruit', 'Water']"
104,11109,Third WE,Breakfast,"['Boiled Rice', 'Fried Fish', nan, 'Fruit', 'Water']"
105,11110,First WD,Breakfast,['Sweets']
106,11110,Second WD,Breakfast,"['Boiled Rice', 'Sauteed Vegetable', nan, nan]"
107,11110,Third WE,Breakfast,"['Sweets', nan, 'Fried Processed Meat', nan, 'Fried Egg', nan, 'Boiled Rice']"
108,11112,First WD,Breakfast,"['Boiled Rice', 'Fried Beef', nan, 'Water']"
109,11112,Second WD,Breakfast,"['Boiled Rice', 'Fried Egg', nan, 'Water']"
110,11112,Third WE,Breakfast,"['Coffee', 'Boiled Rice', 'Fried Beef', nan, 'Water']"
111,20001,First WD,Breakfast,"['Boiled Rice', 'Canned Processed Meat', nan]"
112,20001,Second WD,Breakfast,"['Boiled Rice', 'Processed Meat', 'Milk', 'Water']"
113,20001,Third WE,Breakfast,"['Boiled Rice', 'Boiled Vegetable', nan, 'Others']"
114,20004,First WD,Breakfast,"['Boiled Rice', 'Sauteed Noodles', nan, 'Sweets']"
115,20004,Second WD,Breakfast,"['Boiled Rice', 'Boiled Fish', 'Sweets']"
116,20004,Third WE,Breakfast,"['Boiled Seafood', 'Boiled Rice']"
117,20005,First WD,Breakfast,"['Boiled Rice', 'Fried Egg', nan, 'Water']"
118,20005,Second WD,Breakfast,"['Boiled Rice', 'Sauteed Vegetable', nan, nan, 'Water']"
119,20005,Third WE,Breakfast,"['Boiled Rice', 'Fried Fish', nan, 'Milk', nan]"
120,20006,First WD,Breakfast,"['Boiled Rice', 'Boiled Vegetable', nan, nan, 'Water']"
121,20006,Second WD,Breakfast,"['Boiled Rice', 'Boiled Egg', 'Water']"
122,20006,Third WE,Breakfast,"['Boiled Rice', 'Boiled Noodles', nan, 'Water']"
123,20007,First WD,Breakfast,"['Fried Egg', nan, 'Boiled Rice', 'Water']"
124,20007,Second WD,Breakfast,"['Fried Egg', nan, 'Water', 'Boiled Rice']"
125,20007,Third WE,Breakfast,"['Fried Egg', nan, 'Boiled Rice', 'Water']"
126,20008,First WD,Breakfast,"['Boiled Rice', 'Fried Egg', nan, 'Raw Fruit']"
127,20008,Second WD,Breakfast,"['Boiled Rice', 'Fried Egg', nan]"
128,20008,Third WE,Breakfast,"['Boiled Rice', 'Fried Chicken', nan]"
129,20009,First WD,Breakfast,"['Fried Egg', nan, 'Boiled Rice', 'Water']"
130,20009,Second WD,Breakfast,"['Fried Egg', nan, 'Boiled Rice', 'Water']"
131,20009,Third WE,Breakfast,"['Fried Egg', nan, 'Boiled Rice']"
132,20010,First WD,Breakfast,"['Fried Egg', nan, 'Milk', 'Boiled Rice']"
133,20010,Second WD,Breakfast,"['Fried Processed Meat', nan, 'Boiled Rice', 'Water']"
134,20010,Third WE,Breakfast,"['Boiled Rice', 'Roasted Chicken', 'Water']"
135,20101,First WD,Breakfast,"['Milk', 'Boiled Rice', 'Fried Beef', nan, 'Water']"
136,20101,Second WD,Breakfast,"['Milk', 'Boiled Rice', 'Fried Egg', nan]"
137,20101,Third WE,Breakfast,"['Milk', 'Boiled Rice', 'Braised Chicken', nan]"
138,20103,First WD,Breakfast,"['Fried Processed Meat', nan, 'Water', 'Boiled Rice']"
139,20103,Second WD,Breakfast,"['Boiled Rice', 'Boiled Fish', nan]"
140,20103,Third WE,Breakfast,"['Boiled Rice', 'Boiled Vegetable', nan, nan, 'Water']"
141,20104,First WD,Breakfast,"['Fried Egg', 'Boiled Rice', 'Milk', nan, 'Biscuit']"
142,20104,Second WD,Breakfast,"['Boiled Rice', 'Sauteed Fish', nan]"
143,20104,Third WE,Breakfast,"['Sauteed Vegetable', nan, nan, 'Boiled Rice']"
144,20105,First WD,Breakfast,"['Boiled Rice', 'Canned Processed Meat', nan]"
145,20105,Second WD,Breakfast,"['Boiled Rice', 'Fried Fish', nan]"
146,20105,Third WE,Breakfast,"['Boiled Rice', 'Boiled Vegetable', nan, nan, nan]"
147,20106,First WD,Breakfast,"['Boiled Rice', 'Boiled Noodles', nan, 'Water']"
148,20106,Second WD,Breakfast,"['Boiled Rice', 'Sauteed Vegetable', nan, nan, 'Water']"
149,20106,Third WE,Breakfast,"['Boiled Vegetable', 'Boiled Rice', 'Water']"
150,20107,First WD,Breakfast,"['Boiled Rice', 'Boiled Noodles', 'Fried Egg']"
151,20107,Second WD,Breakfast,"['Canned Processed Meat', nan, 'Boiled Rice']"
152,20107,Third WE,Breakfast,"['Boiled Rice', 'Sauteed Fish', nan, nan]"
153,20108,First WD,Breakfast,"['Boiled Rice', 'Boiled Pork', nan, 'Water']"
154,20108,Second WD,Breakfast,"['Boiled Egg', 'Boiled Rice', 'Water']"
155,20108,Third WE,Breakfast,"['Fried Vegetable', nan, 'Boiled Rice']"
156,20109,First WD,Breakfast,"['Boiled Rice', 'Fried Fish', 'Fermented Fish']"
157,20109,Second WD,Breakfast,"['Stir-fried Leafy Vegetable', nan, 'Boiled Rice', 'Water']"
158,20109,Third WE,Breakfast,"['Boiled Rice', 'Boiled Leafy Vegetable']"
159,20110,First WD,Breakfast,"['Boiled Rice', 'Fried Egg', nan]"
160,20110,Second WD,Breakfast,"['Boiled Rice', 'Sauteed Noodles', nan, nan, nan, nan]"
161,20110,Third WE,Breakfast,"['Boiled Rice', 'Boiled Vegetable', nan, nan, 'Fried Fish', nan, 'Water']"
162,21001,First WD,Breakfast,"['Boiled Rice', 'Fried Fish', nan, 'Fried Egg', nan, 'Milk', nan]"
163,21001,Second WD,Breakfast,"['Boiled Rice', 'Boiled Vegetable', nan, nan, 'Water']"
164,21001,Third WE,Breakfast,"['Milk', nan, 'Baked Bread', 'Boiled Rice', 'Boiled Egg', 'Fried Fish', nan]"
165,21002,First WD,Breakfast,"['Boiled Rice', 'Boiled Fish', nan, 'Water']"
166,21002,Second WD,Breakfast,"['Boiled Rice', 'Boiled Chicken', 'Others', 'Water']"
167,21002,Third WE,Breakfast,"['Boiled Rice', 'Fried Beef', nan, 'Boiled Vegetable', nan, 'Water']"
168,21003,First WD,Breakfast,"['Boiled Rice', 'Fried Egg', nan, 'Milk', 'Water']"
169,21003,Second WD,Breakfast,"['Boiled Rice', 'Fried Egg', nan, 'Milk', 'Water']"
170,21003,Third WE,Breakfast,"['Boiled Rice', 'Fried Egg', 'Biscuit']"
171,21004,First WD,Breakfast,"['Boiled Rice', 'Fried Egg', nan, 'Milk']"
172,21004,Second WD,Breakfast,"['Boiled Rice', 'Fried Egg', nan, 'Fried Vegetable', 'Fried Processed Meat', nan]"
173,21004,Third WE,Breakfast,"['Boiled Rice', 'Canned Processed Meat', 'Milk', nan]"
174,21005,First WD,Breakfast,"['Boiled Vegetable', nan, 'Fried Fish', nan, 'Boiled Rice', 'Milk']"
175,21005,Second WD,Breakfast,"['Fried Egg', 'Boiled Rice', 'Boiled Vegetable', nan, nan]"
176,21005,Third WE,Breakfast,"['Fried Processed Meat', nan, 'Boiled Rice', 'Milk']"
177,21006,First WD,Breakfast,"['Boiled Rice', 'Fried Fish', nan]"
178,21006,Second WD,Breakfast,"['Boiled Rice', 'Fried Egg', nan]"
179,21006,Third WE,Breakfast,"['Boiled Rice', 'Roasted Pork']"
180,21007,First WD,Breakfast,"['Fried Egg', nan, 'Boiled Rice', 'Water']"
181,21007,Second WD,Breakfast,"['Boiled Rice', 'Boiled Chicken', nan, nan, 'Water']"
182,21007,Third WE,Breakfast,"['Fried Fish', nan, 'Boiled Rice', 'Water']"
183,21008,First WD,Breakfast,"['Boiled Rice', 'Fried Pork', nan, 'Water']"
184,21008,Second WD,Breakfast,"['Boiled Rice', 'Fried Egg', nan, 'Water']"
185,21008,Third WE,Breakfast,"['Fried Egg', nan, 'Fried Fish', nan, 'Boiled Rice', 'Water']"
186,21009,First WD,Breakfast,"['Boiled Rice', 'Boiled Leafy Vegetable', nan, 'Water']"
187,21009,Second WD,Breakfast,"['Boiled Rice', 'Fried Egg', nan, 'Water']"
188,21009,Third WE,Breakfast,"['Boiled Leafy Vegetable', nan, nan, 'Boiled Rice', 'Coffee', 'Milk', 'Water']"
189,21011,First WD,Breakfast,"['Boiled Rice', 'Fried Egg', nan, 'Milk', nan]"
190,21011,Second WD,Breakfast,"['Sauteed Vegetable', nan, nan, 'Boiled Rice', 'Water', nan]"
191,21011,Third WE,Breakfast,"['Sauteed Vegetable', nan, nan, nan, nan, 'Boiled Rice', 'Milk', nan]"
192,21012,First WD,Breakfast,"['Milk', nan, 'Boiled Fish', nan, 'Fried Egg', nan, 'Boiled Rice']"
193,21012,Second WD,Breakfast,"['Boiled Egg', 'Boiled Rice', 'Milk', nan]"
194,21012,Third WE,Breakfast,"['Fried Fish', nan, 'Boiled Egg', 'Boiled Rice', 'Water']"
195,21013,First WD,Breakfast,"['Milk', nan, 'Boiled Egg', 'Boiled Rice', 'Water']"
196,21013,Second WD,Breakfast,"['Boiled Egg', 'Milk', nan, 'Canned Processed Meat', nan, nan, 'Boiled Rice', 'Water']"
197,21013,Third WE,Breakfast,"['Milk', nan, 'Fried Egg', nan, 'Boiled Rice', 'Water']"
198,21103,First WD,Breakfast,"['Boiled Rice', 'Fried Fish', nan, 'Water']"
199,21103,Second WD,Breakfast,"['Boiled Rice', 'Fried Egg', 'Water']"
200,21103,Third WE,Breakfast,"['Boiled Rice', 'Boiled Egg', nan, 'Water']"
201,21104,First WD,Breakfast,"['Boiled Rice', 'Fried Pork', nan, 'Milk']"
202,21104,Second WD,Breakfast,"['Boiled Rice', 'Boiled Vegetable', nan, nan]"
203,21104,Third WE,Breakfast,"['Boiled Rice', 'Boiled Chicken', nan]"
204,21105,First WD,Breakfast,"['Boiled Rice', 'Sauteed Vegetable', nan, nan]"
205,21105,Second WD,Breakfast,"['Boiled Rice', 'Fried Vegetable', nan, nan]"
206,21105,Third WE,Breakfast,"['Boiled Rice', 'Boiled Vegetable', nan, nan, nan, nan]"
207,21106,First WD,Breakfast,"['Boiled Rice', 'Fried Egg', nan]"
208,21106,Second WD,Breakfast,"['Boiled Rice', 'Boiled Noodles', 'Fried Egg']"
209,21106,Third WE,Breakfast,"['Boiled Rice', 'Roasted Others', nan, nan, nan]"
210,21107,First WD,Breakfast,"['Boiled Rice', 'Boiled Vegetable', nan, nan, nan, 'Water']"
211,21107,Second WD,Breakfast,"['Boiled Rice', 'Fried Fish', nan, 'Water']"
212,21107,Third WE,Breakfast,"['Boiled Rice', 'Boiled Vegetable', nan, nan, nan, 'Water']"
213,21108,First WD,Breakfast,"['Boiled Rice', 'Fried Fish', nan, 'Water']"
214,21108,Second WD,Breakfast,"['Boiled Rice', 'Fried Egg', nan, 'Water']"
215,21108,Third WE,Breakfast,"['Boiled Vegetable', nan, nan, nan, 'Water']"
216,21109,First WD,Breakfast,"['Boiled Rice', 'Milk', 'Water']"
217,21109,Second WD,Breakfast,"['Boiled Rice', 'Fried Egg', nan, 'Water']"
218,21109,Third WE,Breakfast,"['Boiled Rice', 'Sauteed Noodles', nan, nan, 'Milk']"
219,21111,First WD,Breakfast,"['Boiled Rice', 'Fried Egg', nan, 'Milk', nan]"
220,21111,Second WD,Breakfast,"['Boiled Rice', 'Fried Processed Meat', nan, 'Milk', nan]"
221,21111,Third WE,Breakfast,"['Boiled Rice', 'Sauteed Vegetable', nan, nan, nan, 'Fried Egg', nan]"
222,21112,First WD,Breakfast,"['Boiled Rice', 'Fried Processed Meat', nan, 'Fried Egg', nan]"
223,21112,Second WD,Breakfast,"['Boiled Rice', 'Fried Processed Meat', nan, 'Fried Egg', nan]"
224,21112,Third WE,Breakfast,"['Boiled Rice', 'Fried Fish', nan, 'Fried Processed Meat', nan, 'Fried Egg', nan]"
225,21113,First WD,Breakfast,"['Baked Bread', nan, 'Fried Fish', nan, 'Boiled Rice']"
226,21113,Second WD,Breakfast,"['Fried Egg', nan, 'Boiled Rice', 'Water']"
227,21113,Third WE,Breakfast,"[nan, 'Fried Egg', nan, 'Boiled Rice', 'Water', 'Milk']"
228,30001,First WD,Breakfast,"['Boiled Rice', 'Fried Pork', nan, 'Water']"
229,30001,Second WD,Breakfast,"['Boiled Rice', 'Boiled Egg', 'Water']"
230,30001,Third WE,Breakfast,"['Boiled Rice', 'Fried Egg', nan, 'Water']"
231,30003,First WD,Breakfast,"['Boiled Rice', 'Fried Egg', nan]"
232,30003,Second WD,Breakfast,"['Boiled Rice', 'Fried Processed Meat', nan]"
233,30003,Third WE,Breakfast,"['Boiled Rice', 'Boiled Vegetable', nan, nan]"
234,30004,First WD,Breakfast,"['Boiled Rice', 'Fried Egg', nan, 'Milk', nan, 'Water']"
235,30004,Second WD,Breakfast,"['Boiled Rice', 'Beef', nan, nan]"
236,30004,Third WE,Breakfast,"['Boiled Rice', 'Fried Processed Meat', nan, 'Milk', nan]"
237,30005,First WD,Breakfast,"['Boiled Rice', 'Fried Egg', nan, 'Fried Processed Meat', nan, 'Water']"
238,30005,Second WD,Breakfast,"['Boiled Rice', 'Water', 'Fried Processed Meat', nan, 'Fried Egg', nan, 'Processed Sweets', 'Juice', 'Boiled Rice', 'Fried Processed Meat', nan, 'Sauteed Noodles', nan, nan, 'Water', 'Milk', nan, 'Biscuit', 'Boiled Rice', 'Boiled Vegetable', 'Boiled Vegetable', nan, nan, 'Water']"
239,30005,Third WE,Breakfast,"['Boiled Rice', 'Boiled Egg', 'Fried Fish', nan, 'Water']"
240,30007,First WD,Breakfast,"['Boiled Rice', 'Fried Fish']"
241,30007,Second WD,Breakfast,"['Boiled Rice', 'Fried Processed Meat', nan, 'Baked Bread']"
242,30007,Third WE,Breakfast,"['Boiled Rice', 'Fried Processed Meat', nan]"
243,30008,First WD,Breakfast,"['Boiled Rice', 'Fried Fish', nan, 'Milk', nan]"
244,30008,Second WD,Breakfast,"['Boiled Rice', 'Boiled Noodles']"
245,30008,Third WE,Breakfast,"['Boiled Rice', 'Canned Processed Meat', nan]"
246,30012,First WD,Breakfast,"['Boiled Pork', nan, 'Boiled Rice']"
247,30012,Second WD,Breakfast,"['Boiled Fish', nan, 'Boiled Rice']"
248,30012,Third WE,Breakfast,"['Boiled Rice', 'Fried Fish', nan]"
249,30013,First WD,Breakfast,"[nan, 'Boiled Rice']"
250,30013,Second WD,Breakfast,"['Boiled Rice', 'Fried Fish', nan, 'Milk', 'Water']"
251,30013,Third WE,Breakfast,"['Boiled Rice', 'Boiled Vegetable', nan, nan, nan]"
252,30014,First WD,Breakfast,"['Boiled Rice', 'Sauteed Noodles', nan, nan, nan, nan, nan, nan, 'Milk', nan]"
253,30014,Second WD,Breakfast,"['Boiled Rice', 'Fried Egg', nan, 'Water']"
254,30014,Third WE,Breakfast,"['Boiled Rice', 'Boiled Pork', nan, nan, 'Milk', nan]"
255,30016,Weekday First,Breakfast,"['Boiled Rice', 'Fried Fish', nan, 'Water', 'Milk']"
256,30016,Weekday Second,Breakfast,"['Boiled Rice', 'Sauteed Vegetable', nan, nan, nan, 'Braised Fish', nan, nan, 'Water']"
257,30016,Weekened,Breakfast,"[nan, 'Boiled Fish', nan, 'Water']"
258,30019,First WD,Breakfast,"['Boiled Rice', 'Fried Processed Meat', nan]"
259,30019,Second WD,Breakfast,"['Boiled Rice', 'Boiled Vegetable', nan, nan]"
260,30019,Third WE,Breakfast,"['Boiled Rice', 'Fried Processed Meat', nan]"
261,30021,First WD,Breakfast,"['Boiled Rice', 'Fried Processed Meat', nan]"
262,30021,Second WD,Breakfast,"['Boiled Rice', 'Fried Processed Meat', nan]"
263,30021,Third WE,Breakfast,"['Boiled Chicken/Beef/Pork', 'Boiled Rice', 'Milk', 'Baked Bread']"
264,30022,First WD,Breakfast,"['Boiled Noodles', nan]"
265,30022,Second WD,Breakfast,"['Boiled Rice', 'Boiled Vegetable']"
266,30022,Third WE,Breakfast,"['Boiled Rice', 'Fermented Fish']"
267,30023,First WD,Breakfast,"['Boiled Rice', 'Fried Chicken', nan]"
268,30023,Second WD,Breakfast,"['Boiled Rice', 'Fried Egg', nan]"
269,30023,Third WE,Breakfast,"['Boiled Rice', 'Fried Egg', nan]"
270,30024,First WD,Breakfast,"['Boiled Rice', 'Fried Egg', nan]"
271,30024,Second WD,Breakfast,"['Boiled Rice', 'Fried Egg', nan]"
272,30024,Third WE,Breakfast,"['Fried Fish', nan, 'Boiled Rice']"
273,30025,First WD,Breakfast,"['Boiled Rice', 'Boiled Egg']"
274,30025,Second WD,Breakfast,"['Boiled Rice', 'Fried Processed Meat', nan]"
275,30025,Third WE,Breakfast,"['Boiled Rice', 'Boiled Vegetable', nan, nan]"
276,30026,First WD,Breakfast,"['Boiled Rice', 'Boiled Vegetable', nan, nan, 'Milk']"
277,30026,Second WD,Breakfast,"['Boiled Rice', 'Fried Processed Meat', nan]"
278,30026,Third WE,Breakfast,"['Boiled Rice', 'Sauteed Vegetable', nan, nan, nan]"
279,30028,First WD,Breakfast,"['Boiled Rice', 'Fried Egg', nan, 'Water']"
280,30028,Second WD,Breakfast,"['Boiled Rice', 'Fried Egg', nan, 'Water']"
281,30028,Third WE,Breakfast,"['Boiled Rice', 'Fried Vegetable', nan, nan, 'Water']"
282,30030,First WD,Breakfast,"['Boiled Rice', 'Fried Egg', nan, 'Milk', nan]"
283,30030,Second WD,Breakfast,"['Boiled Rice', 'Fried Egg', nan, 'Milk', nan]"
284,30030,Third WE,Breakfast,"['Boiled Rice', 'Fried Egg', nan, 'Water']"
285,30031,First WD,Breakfast,"['Boiled Rice', 'Fried Egg', nan, 'Fried Processed Meat', nan, 'Water']"
286,30031,Second WD,Breakfast,"['Boiled Rice', 'Boiled Seafood', 'Milk', nan]"
287,30031,Third WE,Breakfast,"['Boiled Rice', 'Fried Pork', nan, 'Water']"
288,30033,First WD,Breakfast,"['Boiled Rice', 'Sauteed Vegetable', nan, nan, nan, nan]"
289,30033,Second WD,Breakfast,"['Boiled Rice', 'Fried Egg', nan, nan, 'Water']"
290,30033,Third WE,Breakfast,"['Boiled Rice', 'Fried Fish', nan, 'Boiled Vegetable', nan]"
291,30034,First WD,Breakfast,"['Fried Egg', nan, nan, 'Boiled Rice']"
292,30034,Second WD,Breakfast,"['Fried Egg', nan, 'Boiled Rice', 'Water']"
