,Group + Cooking Method,Frequency,Weight,Calories,Protein,Fat,Carbohydrates,Calcium (mg),Phosphorus (mg),Iron (mg),Vitamin A (ug RE),Thiamin (mg),Riboflavin (mg),Niacin (mg NE),Vitamin C (mg)
0,Boiled Rice,543,72573.29333333002,94232.1,1568.7000000000098,181.2999999999996,21774.49999999993,8192.0,27195.0,451.69999999999976,9.0,15.859999999999875,14.979999999999878,652.4999999999978,2.0
1,Water,286,67560.99999999999,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,Fried Egg,157,8291.77999999999,13740.0,1039.5999999999997,974.8999999999985,211.4,5992.0,14621.0,236.29999999999998,22477.0,6.089999999999996,32.92000000000006,368.8000000000002,0.0
3,Fried Fish,75,2824.7900000000004,4025.0,699.0000000000002,131.89999999999995,20.1,2516.0,7138.0,38.100000000000016,2610.0,2.8499999999999974,4.88,370.3999999999999,0.0
4,Milk,72,2339.75,8998.0,294.69999999999993,375.4000000000002,1092.2,12120.0,4945.0,161.29999999999995,3591.0,9.25,6.539999999999999,3.0,749.0
5,Fried Processed Meat,64,3600.5,6668.0,413.6999999999999,449.0,242.70000000000002,756.0,2424.0,60.000000000000036,5519.0,17.730000000000004,1.9500000000000013,73.10000000000001,0.0
6,Boiled Vegetable,61,1337.90527724,1063.0,56.00000000000002,21.000000000000007,161.99999999999994,1363.0,799.0,18.000000000000004,2594.0,1.4400000000000004,1.0600000000000003,29.2,275.0
7,Boiled Fish,34,1563.3200000000002,1469.0,284.0,33.9,7.199999999999999,1615.0,3130.0,15.4,1092.0,1.1,1.8200000000000003,146.49999999999994,11.0
8,Sweets,20,754.0,2123.0,32.8,78.49999999999997,362.40000000000003,681.0,862.0,24.799999999999997,0.0,0.06,1.9800000000000002,13.0,173.0
9,Sauteed Vegetable,20,708.5975,170.0,5.0,1.0999999999999999,34.2,252.0,123.0,4.5,746.0,0.16000000000000003,0.19,3.2000000000000006,101.0
10,Boiled Egg,20,1260.0,1836.0,173.50000000000006,154.70000000000005,9.700000000000003,924.0,2268.0,43.70000000000001,1242.0,1.0500000000000003,5.820000000000003,32.8,0.0
