,Household No.,HHLD Visit,Meal,Dish List
93,20005,First WD,Breakfast,"['Boiled Rice', 'Fried Egg', nan, 'Water']"
94,20005,Second WD,Breakfast,"['Boiled Rice', 'Sauteed Vegetable', nan, nan, 'Water']"
95,20005,Third WE,Breakfast,"['Boiled Rice', 'Fried Fish', nan, 'Milk', nan]"
96,20008,First WD,Breakfast,"['Boiled Rice', 'Fried Egg', nan, 'Raw Fruit']"
97,20008,Second WD,Breakfast,"['Boiled Rice', 'Fried Egg', nan]"
98,20008,Third WE,Breakfast,"['Boiled Rice', 'Fried Chicken', nan]"
99,20103,First WD,Breakfast,"['Fried Processed Meat', nan, 'Water', 'Boiled Rice']"
100,20103,Second WD,Breakfast,"['Boiled Rice', 'Boiled Fish', nan]"
101,20103,Third WE,Breakfast,"['Boiled Rice', 'Boiled Vegetable', nan, nan, 'Water']"
102,20107,First WD,Breakfast,"['Boiled Rice', 'Boiled Noodles', 'Fried Egg']"
103,20107,Second WD,Breakfast,"['Canned Processed Meat', nan, 'Boiled Rice']"
104,20107,Third WE,Breakfast,"['Boiled Rice', 'Sauteed Fish', nan, nan]"
105,20109,First WD,Breakfast,"['Boiled Rice', 'Fried Fish', 'Fermented Fish']"
106,20109,Second WD,Breakfast,"['Stir-fried Leafy Vegetable', nan, 'Boiled Rice', 'Water']"
107,20109,Third WE,Breakfast,"['Boiled Rice', 'Boiled Leafy Vegetable']"
108,20110,First WD,Breakfast,"['Boiled Rice', 'Fried Egg', nan]"
109,20110,Second WD,Breakfast,"['Boiled Rice', 'Sauteed Noodles', nan, nan, nan, nan]"
110,20110,Third WE,Breakfast,"['Boiled Rice', 'Boiled Vegetable', nan, nan, 'Fried Fish', nan, 'Water']"
111,21002,First WD,Breakfast,"['Boiled Rice', 'Boiled Fish', nan, 'Water']"
112,21002,Second WD,Breakfast,"['Boiled Rice', 'Boiled Chicken', 'Others', 'Water']"
113,21002,Third WE,Breakfast,"['Boiled Rice', 'Fried Beef', nan, 'Boiled Vegetable', nan, 'Water']"
114,21006,First WD,Breakfast,"['Boiled Rice', 'Fried Fish', nan]"
115,21006,Second WD,Breakfast,"['Boiled Rice', 'Fried Egg', nan]"
116,21006,Third WE,Breakfast,"['Boiled Rice', 'Roasted Pork']"
117,21007,First WD,Breakfast,"['Fried Egg', nan, 'Boiled Rice', 'Water']"
118,21007,Second WD,Breakfast,"['Boiled Rice', 'Boiled Chicken', nan, nan, 'Water']"
119,21007,Third WE,Breakfast,"['Fried Fish', nan, 'Boiled Rice', 'Water']"
120,21009,First WD,Breakfast,"['Boiled Rice', 'Boiled Leafy Vegetable', nan, 'Water']"
121,21009,Second WD,Breakfast,"['Boiled Rice', 'Fried Egg', nan, 'Water']"
122,21009,Third WE,Breakfast,"['Boiled Leafy Vegetable', nan, nan, 'Boiled Rice', 'Coffee', 'Milk', 'Water']"
123,21011,First WD,Breakfast,"['Boiled Rice', 'Fried Egg', nan, 'Milk', nan]"
124,21011,Second WD,Breakfast,"['Sauteed Vegetable', nan, nan, 'Boiled Rice', 'Water', nan]"
125,21011,Third WE,Breakfast,"['Sauteed Vegetable', nan, nan, nan, nan, 'Boiled Rice', 'Milk', nan]"
126,21104,First WD,Breakfast,"['Boiled Rice', 'Fried Pork', nan, 'Milk']"
127,21104,Second WD,Breakfast,"['Boiled Rice', 'Boiled Vegetable', nan, nan]"
128,21104,Third WE,Breakfast,"['Boiled Rice', 'Boiled Chicken', nan]"
129,21107,First WD,Breakfast,"['Boiled Rice', 'Boiled Vegetable', nan, nan, nan, 'Water']"
130,21107,Second WD,Breakfast,"['Boiled Rice', 'Fried Fish', nan, 'Water']"
131,21107,Third WE,Breakfast,"['Boiled Rice', 'Boiled Vegetable', nan, nan, nan, 'Water']"
132,21108,First WD,Breakfast,"['Boiled Rice', 'Fried Fish', nan, 'Water']"
133,21108,Second WD,Breakfast,"['Boiled Rice', 'Fried Egg', nan, 'Water']"
134,21108,Third WE,Breakfast,"['Boiled Vegetable', nan, nan, nan, 'Water']"
135,21111,First WD,Breakfast,"['Boiled Rice', 'Fried Egg', nan, 'Milk', nan]"
136,21111,Second WD,Breakfast,"['Boiled Rice', 'Fried Processed Meat', nan, 'Milk', nan]"
137,21111,Third WE,Breakfast,"['Boiled Rice', 'Sauteed Vegetable', nan, nan, nan, 'Fried Egg', nan]"
138,21112,First WD,Breakfast,"['Boiled Rice', 'Fried Processed Meat', nan, 'Fried Egg', nan]"
139,21112,Second WD,Breakfast,"['Boiled Rice', 'Fried Processed Meat', nan, 'Fried Egg', nan]"
140,21112,Third WE,Breakfast,"['Boiled Rice', 'Fried Fish', nan, 'Fried Processed Meat', nan, 'Fried Egg', nan]"
141,30001,First WD,Breakfast,"['Boiled Rice', 'Fried Pork', nan, 'Water']"
142,30001,Second WD,Breakfast,"['Boiled Rice', 'Boiled Egg', 'Water']"
143,30001,Third WE,Breakfast,"['Boiled Rice', 'Fried Egg', nan, 'Water']"
144,30003,First WD,Breakfast,"['Boiled Rice', 'Fried Egg', nan]"
145,30003,Second WD,Breakfast,"['Boiled Rice', 'Fried Processed Meat', nan]"
146,30003,Third WE,Breakfast,"['Boiled Rice', 'Boiled Vegetable', nan, nan]"
147,30008,First WD,Breakfast,"['Boiled Rice', 'Fried Fish', nan, 'Milk', nan]"
148,30008,Second WD,Breakfast,"['Boiled Rice', 'Boiled Noodles']"
149,30008,Third WE,Breakfast,"['Boiled Rice', 'Canned Processed Meat', nan]"
150,30012,First WD,Breakfast,"['Boiled Pork', nan, 'Boiled Rice']"
151,30012,Second WD,Breakfast,"['Boiled Fish', nan, 'Boiled Rice']"
152,30012,Third WE,Breakfast,"['Boiled Rice', 'Fried Fish', nan]"
153,30018,First WD,Breakfast,"['Boiled Rice', 'Fried Egg', nan, 'Boiled Vegetable', nan]"
154,30018,Second WD,Breakfast,"['Boiled Rice', 'Boiled Vegetable', nan, nan, nan]"
155,30018,Third WE,Breakfast,"[nan, 'Boiled Rice', 'Water']"
156,30019,First WD,Breakfast,"['Boiled Rice', 'Fried Processed Meat', nan]"
157,30019,Second WD,Breakfast,"['Boiled Rice', 'Boiled Vegetable', nan, nan]"
158,30019,Third WE,Breakfast,"['Boiled Rice', 'Fried Processed Meat', nan]"
159,30021,First WD,Breakfast,"['Boiled Rice', 'Fried Processed Meat', nan]"
160,30021,Second WD,Breakfast,"['Boiled Rice', 'Fried Processed Meat', nan]"
161,30021,Third WE,Breakfast,"['Boiled Chicken/Beef/Pork', 'Boiled Rice', 'Milk', 'Baked Bread']"
162,30022,First WD,Breakfast,"['Boiled Noodles', nan]"
163,30022,Second WD,Breakfast,"['Boiled Rice', 'Boiled Vegetable']"
164,30022,Third WE,Breakfast,"['Boiled Rice', 'Fermented Fish']"
165,30023,First WD,Breakfast,"['Boiled Rice', 'Fried Chicken', nan]"
166,30023,Second WD,Breakfast,"['Boiled Rice', 'Fried Egg', nan]"
167,30023,Third WE,Breakfast,"['Boiled Rice', 'Fried Egg', nan]"
168,30024,First WD,Breakfast,"['Boiled Rice', 'Fried Egg', nan]"
169,30024,Second WD,Breakfast,"['Boiled Rice', 'Fried Egg', nan]"
170,30024,Third WE,Breakfast,"['Fried Fish', nan, 'Boiled Rice']"
171,30025,First WD,Breakfast,"['Boiled Rice', 'Boiled Egg']"
172,30025,Second WD,Breakfast,"['Boiled Rice', 'Fried Processed Meat', nan]"
173,30025,Third WE,Breakfast,"['Boiled Rice', 'Boiled Vegetable', nan, nan]"
174,30026,First WD,Breakfast,"['Boiled Rice', 'Boiled Vegetable', nan, nan, 'Milk']"
175,30026,Second WD,Breakfast,"['Boiled Rice', 'Fried Processed Meat', nan]"
176,30026,Third WE,Breakfast,"['Boiled Rice', 'Sauteed Vegetable', nan, nan, nan]"
177,30028,First WD,Breakfast,"['Boiled Rice', 'Fried Egg', nan, 'Water']"
178,30028,Second WD,Breakfast,"['Boiled Rice', 'Fried Egg', nan, 'Water']"
179,30028,Third WE,Breakfast,"['Boiled Rice', 'Fried Vegetable', nan, nan, 'Water']"
180,30030,First WD,Breakfast,"['Boiled Rice', 'Fried Egg', nan, 'Milk', nan]"
181,30030,Second WD,Breakfast,"['Boiled Rice', 'Fried Egg', nan, 'Milk', nan]"
182,30030,Third WE,Breakfast,"['Boiled Rice', 'Fried Egg', nan, 'Water']"
183,30031,First WD,Breakfast,"['Boiled Rice', 'Fried Egg', nan, 'Fried Processed Meat', nan, 'Water']"
184,30031,Second WD,Breakfast,"['Boiled Rice', 'Boiled Seafood', 'Milk', nan]"
185,30031,Third WE,Breakfast,"['Boiled Rice', 'Fried Pork', nan, 'Water']"
186,30033,First WD,Breakfast,"['Boiled Rice', 'Sauteed Vegetable', nan, nan, nan, nan]"
187,30033,Second WD,Breakfast,"['Boiled Rice', 'Fried Egg', nan, nan, 'Water']"
188,30033,Third WE,Breakfast,"['Boiled Rice', 'Fried Fish', nan, 'Boiled Vegetable', nan]"
189,30034,First WD,Breakfast,"['Fried Egg', nan, nan, 'Boiled Rice']"
190,30034,Second WD,Breakfast,"['Fried Egg', nan, 'Boiled Rice', 'Water']"
191,30034,Third WE,Breakfast,"['Fried Egg', nan, nan, 'Boiled Rice', 'Water']"
192,30035,First WD,Breakfast,"['Fried Egg', nan, nan, 'Boiled Rice', 'Water']"
193,30035,Second WD,Breakfast,"['Fried Egg', nan, 'Boiled Rice']"
194,30035,Third WE,Breakfast,"['Fried Egg', nan, nan, 'Boiled Rice', 'Water']"
195,30036,Weekday First,Breakfast,"['Boiled Rice', 'Fried Processed Meat', nan, 'Water']"
196,30036,Weekday Second,Breakfast,"['Boiled Rice', 'Fried Processed Meat', nan, 'Water']"
197,30036,Weekened,Breakfast,"['Boiled Rice', 'Chicken', nan, nan, nan, nan, 'Water']"
198,30037,First WD,Breakfast,"['Fried Egg', nan, 'Milk', 'Water', 'Boiled Rice']"
199,30037,Second WD,Breakfast,"['Fried Egg', nan, 'Milk', 'Water', 'Boiled Rice', nan]"
200,30037,Third WE,Breakfast,"['Fried Fish', nan, 'Milk', 'Water', 'Boiled Rice']"
201,30101,First WD,Breakfast,"['Boiled Rice', 'Fried Egg', nan, 'Water']"
202,30101,Second WD,Breakfast,"['Boiled Rice', 'Boiled Vegetable', nan, nan, nan, 'Water']"
203,30101,Third WE,Breakfast,"['Boiled Rice', 'Fried Egg', nan, 'Water']"
204,30103,First WD,Breakfast,"['Boiled Rice', 'Fried Processed Meat', nan, 'Boiled Noodles', nan]"
205,30103,Second WD,Breakfast,"['Boiled Rice', 'Sauteed Pork', nan, nan, nan]"
206,30103,Third WE,Breakfast,"['Boiled Rice', 'Boiled Vegetable', nan, nan]"
207,30105,First WD,Breakfast,"['Boiled Rice', 'Fried Processed Meat', 'Fried Egg', nan, 'Water']"
208,30105,Second WD,Breakfast,"['Boiled Rice', 'Water', 'Fried Processed Meat', nan, 'Fried Egg', nan]"
209,30105,Third WE,Breakfast,"['Boiled Rice', 'Boiled Fish', nan]"
210,30106,First WD,Breakfast,"['Boiled Rice', 'Boiled Egg']"
211,30106,Second WD,Breakfast,"['Boiled Rice', 'Fried Fish', nan]"
212,30106,Third WE,Breakfast,"['Boiled Rice', 'Fried Egg', nan]"
213,30108,First WD,Breakfast,"['Boiled Rice', 'Fried Egg', nan, 'Milk', nan]"
214,30108,Second WD,Breakfast,"['Boiled Rice', 'Fried Fish', nan]"
215,30108,Third WE,Breakfast,"['Boiled Rice', 'Boiled Vegetable', nan, nan]"
216,30109,First WD,Breakfast,"['Boiled Rice', 'Milk', 'Water', 'Baked Bread']"
217,30109,Second WD,Breakfast,"['Boiled Rice', 'Fried Fish', nan, 'Water']"
218,30109,Third WE,Breakfast,"['Boiled Rice', 'Milk', 'Water']"
219,30110,First WD,Breakfast,"['Boiled Rice', 'Sauteed Noodles', nan, nan, 'Water']"
220,30110,Second WD,Breakfast,"[nan, 'Boiled Rice', 'Water']"
221,30110,Third WE,Breakfast,"['Fried Egg', nan, 'Boiled Rice', 'Water']"
222,30112,First WD,Breakfast,"['Roasted Pork', 'Boiled Rice']"
223,30112,Second WD,Breakfast,"['Boiled Rice', 'Boiled Fish', nan]"
224,30112,Third WE,Breakfast,"['Boiled Beef', nan, 'Boiled Rice']"
225,30113,First WD,Breakfast,"['Stir-fried Vegetable', nan, 'Boiled Rice']"
226,30113,Second WD,Breakfast,"['Fermented Fish', 'Boiled Rice']"
227,30113,Third WE,Breakfast,"['Fried Fish', nan, 'Boiled Rice']"
228,30114,First WD,Breakfast,"['Boiled Rice', 'Fried Fish', nan, 'Water']"
229,30114,Second WD,Breakfast,"['Boiled Rice', 'Fried Fish', nan, 'Water']"
230,30114,Third WE,Breakfast,"['Boiled Rice', 'Boiled Others', nan, nan, 'Water']"
231,30115,First WD,Breakfast,"['Boiled Rice', 'Fried Egg', nan, 'Fried Fish']"
232,30115,Second WD,Breakfast,"['Boiled Rice', 'Fried Egg', nan, 'Fried Fish']"
233,30115,Third WE,Breakfast,"['Boiled Rice', 'Sauteed Vegetable', nan, nan, 'Fried Fish', 'Water', 'Milk', nan]"
234,30116,Weekday First,Breakfast,"['Boiled Rice', 'Dried Fish', nan]"
235,30116,Weekday Second,Breakfast,"['Boiled Rice', 'Dried Fish', nan]"
236,30116,Weekened,Breakfast,"['Boiled Rice', 'Boiled Vegetable']"
237,30117,Weekday First,Breakfast,"['Boiled Rice', 'Fried Processed Meat', nan, 'Water']"
238,30117,Weekday Second,Breakfast,"['Boiled Rice', 'Dried Fish', nan, 'Water']"
239,30117,Weekened,Breakfast,"['Boiled Rice', 'Boiled Fish', 'Water']"
240,30118,First WD,Breakfast,"['Boiled Rice', 'Fried Egg', nan, 'Water']"
241,30118,Second WD,Breakfast,"['Boiled Rice', 'Boiled Vegetable', nan, nan, 'Water']"
242,30118,Third WE,Breakfast,"['Boiled Rice', 'Boiled Vegetable', nan, nan, nan, 'Water']"
243,30121,First WD,Breakfast,"['Boiled Rice', 'Boiled Noodles', 'Boiled Rice']"
244,30121,Second WD,Breakfast,"['Boiled Rice', 'Boiled Noodles']"
245,30121,Third WE,Breakfast,"['Boiled Rice', 'Sauteed Vegetable', 'Milk']"
246,30122,First WD,Breakfast,"['Boiled Rice', 'Boiled Vegetable', nan, 'Coffee', nan, 'Baked Bread', 'Water']"
247,30122,Second WD,Breakfast,"['Coffee', nan, 'Fried Fish', nan, 'Boiled Rice']"
248,30122,Third WE,Breakfast,"['Fried Sweets', 'Grilled Chicken/Beef/Pork', 'Boiled Rice', 'Water']"
249,30123,First WD,Breakfast,"['Boiled Rice', nan, nan]"
250,30123,Second WD,Breakfast,"['Boiled Rice', 'Fried Processed Meat', nan]"
251,30123,Third WE,Breakfast,"['Boiled Rice', 'Fried Fish', nan]"
252,30124,First WD,Breakfast,"['Boiled Rice', nan, nan]"
253,30124,Second WD,Breakfast,"['Boiled Vegetable', nan, nan, nan, 'Boiled Rice']"
254,30124,Third WE,Breakfast,"['Boiled Rice', 'Boiled Vegetable', nan, nan, nan]"
255,30125,First WD,Breakfast,"['Boiled Rice', 'Boiled Chicken', nan]"
256,30125,Second WD,Breakfast,"['Boiled Rice', 'Fried Processed Meat', nan]"
257,30125,Third WE,Breakfast,"['Boiled Rice', 'Fried Fish', nan]"
258,30126,First WD,Breakfast,"['Boiled Rice', nan, nan]"
259,30126,Second WD,Breakfast,"['Boiled Rice', 'Fried Fish', nan]"
260,30126,Third WE,Breakfast,"['Boiled Rice', 'Dried Fish', nan]"
261,30127,First WD,Breakfast,"['Boiled Rice', 'Boiled Fish', nan, 'Water']"
262,30127,Second WD,Breakfast,"['Boiled Rice', 'Boiled Vegetable', nan, nan, 'Water']"
263,30127,Third WE,Breakfast,"['Boiled Rice', 'Fried Chicken', nan, 'Water']"
264,30128,First WD,Breakfast,"['Boiled Rice', 'Boiled Egg', 'Water']"
265,30128,Second WD,Breakfast,"['Boiled Rice', 'Fried Egg', nan, 'Water']"
266,30128,Third WE,Breakfast,"['Boiled Rice', 'Fried Vegetable', nan, nan, 'Water']"
267,30129,First WD,Breakfast,"['Boiled Rice', 'Fried Egg', nan, 'Water']"
268,30129,Second WD,Breakfast,"['Boiled Rice', 'Sauteed Vegetable', nan, nan, 'Water']"
269,30129,Third WE,Breakfast,"['Boiled Rice', 'Fried Vegetable', nan, 'Water']"
270,30134,First WD,Breakfast,"['Canned Processed Meat', nan, nan, 'Boiled Rice', 'Water']"
271,30134,Second WD,Breakfast,"['Boiled Rice', 'Boiled Noodles', nan, 'Water']"
272,30134,Third WE,Breakfast,"['Boiled Rice', 'Boiled Vegetable', nan, nan, nan, 'Water']"
273,40003,First WD,Breakfast,"['Boiled Rice', 'Boiled Egg', 'Water']"
274,40003,Second WD,Breakfast,"['Boiled Rice', 'Boiled Egg', 'Water']"
275,40003,Third WE,Breakfast,"['Boiled Rice', 'Fried Chicken/Pork', nan, 'Water']"
276,40004,First WD,Breakfast,"['Boiled Rice', 'Fried Fish', nan, 'Water']"
277,40004,Second WD,Breakfast,"['Boiled Rice', 'Boiled Egg', 'Water']"
278,40004,Third WE,Breakfast,"['Boiled Rice', 'Boiled Vegetable', nan, nan, nan, nan, 'Water']"
279,40005,First WD,Breakfast,"['Fried Egg', nan, 'Boiled Rice', 'Sweets']"
280,40005,Second WD,Breakfast,"['Fried Egg', nan, 'Boiled Rice']"
281,40005,Third WE,Breakfast,"['Boiled Rice', 'Boiled Chicken']"
282,40101,First WD,Breakfast,"['Fried Processed Meat', nan, 'Boiled Rice', 'Water']"
283,40101,Second WD,Breakfast,"['Boiled Others', nan, nan, 'Boiled Rice', 'Water']"
284,40101,Third WE,Breakfast,"['Boiled Rice', 'Fried Egg', nan, 'Water']"
285,40102,First WD,Breakfast,"['Milk', nan, nan, 'Water']"
286,40102,Second WD,Breakfast,"['Boiled Rice', 'Fried Egg', nan, 'Water']"
287,40102,Third WE,Breakfast,"['Boiled Rice', 'Boiled Vegetable', nan, nan, 'Water']"
288,40103,First WD,Breakfast,"['Boiled Rice', 'Fried Egg', nan, 'Water']"
289,40103,Second WD,Breakfast,"['Boiled Rice', 'Fried Vegetable', nan, nan, 'Water']"
290,40103,Third WE,Breakfast,"['Boiled Rice', 'Fried Vegetable', nan, 'Water']"
291,40106,First WD,Breakfast,"['Braised Chicken', nan, 'Boiled Rice', 'Milk', 'Water']"
292,40106,Second WD,Breakfast,"['Fried Fish', nan, 'Boiled Rice', 'Milk', 'Water']"
293,40106,Third WE,Breakfast,"['Boiled Rice', 'Milk', 'Water', 'Fried Egg', nan]"
294,40111,First WD,Breakfast,"['Boiled Rice', nan, nan, nan, nan]"
295,40111,Second WD,Breakfast,"['Boiled Rice', 'Boiled Noodles']"
296,40111,Third WE,Breakfast,"[nan, 'Fried Egg', 'Boiled Rice']"
297,41002,First WD,Breakfast,"['Boiled Rice', 'Boiled Vegetable', nan, nan, nan, 'Milk', 'Water']"
298,41002,Second WD,Breakfast,"['Boiled Rice', 'Fried Egg', nan, 'Water']"
299,41002,Third WE,Breakfast,"['Boiled Rice', 'Boiled Fish', 'Water']"
300,41005,First WD,Breakfast,"['Boiled Rice', 'Sauteed Vegetable', nan, nan, 'Milk', nan, 'Water']"
