,Household No.,HHLD Visit,Meal,Dish List
92,11107,Third WE,Breakfast,"['Boiled Rice', 'Canned Processed Food', nan, nan, nan, nan]"
93,11108,First WD,Breakfast,"['Fried Processed Meat', nan, 'Boiled Rice', 'Water']"
94,11108,Second WD,Breakfast,"['Boiled Rice', 'Boiled Egg', 'Water']"
95,11108,Third WE,Breakfast,"['Boiled Rice', 'Boiled Pork', nan, nan, nan, 'Water']"
96,11110,First WD,Breakfast,['Sweets']
97,11110,Second WD,Breakfast,"['Boiled Rice', 'Sauteed Vegetable', nan, nan]"
98,11110,Third WE,Breakfast,"['Sweets', nan, 'Fried Processed Meat', nan, 'Fried Egg', nan, 'Boiled Rice']"
99,20001,First WD,Breakfast,"['Boiled Rice', 'Canned Processed Meat', nan]"
100,20001,Second WD,Breakfast,"['Boiled Rice', 'Processed Meat', 'Milk', 'Water']"
101,20001,Third WE,Breakfast,"['Boiled Rice', 'Boiled Vegetable', nan, 'Others']"
102,20004,First WD,Breakfast,"['Boiled Rice', 'Sauteed Noodles', nan, 'Sweets']"
103,20004,Second WD,Breakfast,"['Boiled Rice', 'Boiled Fish', 'Sweets']"
104,20004,Third WE,Breakfast,"['Boiled Seafood', 'Boiled Rice']"
105,20005,First WD,Breakfast,"['Boiled Rice', 'Fried Egg', nan, 'Water']"
106,20005,Second WD,Breakfast,"['Boiled Rice', 'Sauteed Vegetable', nan, nan, 'Water']"
107,20005,Third WE,Breakfast,"['Boiled Rice', 'Fried Fish', nan, 'Milk', nan]"
108,20007,First WD,Breakfast,"['Fried Egg', nan, 'Boiled Rice', 'Water']"
109,20007,Second WD,Breakfast,"['Fried Egg', nan, 'Water', 'Boiled Rice']"
110,20007,Third WE,Breakfast,"['Fried Egg', nan, 'Boiled Rice', 'Water']"
111,20008,First WD,Breakfast,"['Boiled Rice', 'Fried Egg', nan, 'Raw Fruit']"
112,20008,Second WD,Breakfast,"['Boiled Rice', 'Fried Egg', nan]"
113,20008,Third WE,Breakfast,"['Boiled Rice', 'Fried Chicken', nan]"
114,20009,First WD,Breakfast,"['Fried Egg', nan, 'Boiled Rice', 'Water']"
115,20009,Second WD,Breakfast,"['Fried Egg', nan, 'Boiled Rice', 'Water']"
116,20009,Third WE,Breakfast,"['Fried Egg', nan, 'Boiled Rice']"
117,20010,First WD,Breakfast,"['Fried Egg', nan, 'Milk', 'Boiled Rice']"
118,20010,Second WD,Breakfast,"['Fried Processed Meat', nan, 'Boiled Rice', 'Water']"
119,20010,Third WE,Breakfast,"['Boiled Rice', 'Roasted Chicken', 'Water']"
120,20103,First WD,Breakfast,"['Fried Processed Meat', nan, 'Water', 'Boiled Rice']"
121,20103,Second WD,Breakfast,"['Boiled Rice', 'Boiled Fish', nan]"
122,20103,Third WE,Breakfast,"['Boiled Rice', 'Boiled Vegetable', nan, nan, 'Water']"
123,20104,First WD,Breakfast,"['Fried Egg', 'Boiled Rice', 'Milk', nan, 'Biscuit']"
124,20104,Second WD,Breakfast,"['Boiled Rice', 'Sauteed Fish', nan]"
125,20104,Third WE,Breakfast,"['Sauteed Vegetable', nan, nan, 'Boiled Rice']"
126,20106,First WD,Breakfast,"['Boiled Rice', 'Boiled Noodles', nan, 'Water']"
127,20106,Second WD,Breakfast,"['Boiled Rice', 'Sauteed Vegetable', nan, nan, 'Water']"
128,20106,Third WE,Breakfast,"['Boiled Vegetable', 'Boiled Rice', 'Water']"
129,20108,First WD,Breakfast,"['Boiled Rice', 'Boiled Pork', nan, 'Water']"
130,20108,Second WD,Breakfast,"['Boiled Egg', 'Boiled Rice', 'Water']"
131,20108,Third WE,Breakfast,"['Fried Vegetable', nan, 'Boiled Rice']"
132,20109,First WD,Breakfast,"['Boiled Rice', 'Fried Fish', 'Fermented Fish']"
133,20109,Second WD,Breakfast,"['Stir-fried Leafy Vegetable', nan, 'Boiled Rice', 'Water']"
134,20109,Third WE,Breakfast,"['Boiled Rice', 'Boiled Leafy Vegetable']"
135,20110,First WD,Breakfast,"['Boiled Rice', 'Fried Egg', nan]"
136,20110,Second WD,Breakfast,"['Boiled Rice', 'Sauteed Noodles', nan, nan, nan, nan]"
137,20110,Third WE,Breakfast,"['Boiled Rice', 'Boiled Vegetable', nan, nan, 'Fried Fish', nan, 'Water']"
138,21001,First WD,Breakfast,"['Boiled Rice', 'Fried Fish', nan, 'Fried Egg', nan, 'Milk', nan]"
139,21001,Second WD,Breakfast,"['Boiled Rice', 'Boiled Vegetable', nan, nan, 'Water']"
140,21001,Third WE,Breakfast,"['Milk', nan, 'Baked Bread', 'Boiled Rice', 'Boiled Egg', 'Fried Fish', nan]"
141,21002,First WD,Breakfast,"['Boiled Rice', 'Boiled Fish', nan, 'Water']"
142,21002,Second WD,Breakfast,"['Boiled Rice', 'Boiled Chicken', 'Others', 'Water']"
143,21002,Third WE,Breakfast,"['Boiled Rice', 'Fried Beef', nan, 'Boiled Vegetable', nan, 'Water']"
144,21004,First WD,Breakfast,"['Boiled Rice', 'Fried Egg', nan, 'Milk']"
145,21004,Second WD,Breakfast,"['Boiled Rice', 'Fried Egg', nan, 'Fried Vegetable', 'Fried Processed Meat', nan]"
146,21004,Third WE,Breakfast,"['Boiled Rice', 'Canned Processed Meat', 'Milk', nan]"
147,21005,First WD,Breakfast,"['Boiled Vegetable', nan, 'Fried Fish', nan, 'Boiled Rice', 'Milk']"
148,21005,Second WD,Breakfast,"['Fried Egg', 'Boiled Rice', 'Boiled Vegetable', nan, nan]"
149,21005,Third WE,Breakfast,"['Fried Processed Meat', nan, 'Boiled Rice', 'Milk']"
150,21006,First WD,Breakfast,"['Boiled Rice', 'Fried Fish', nan]"
151,21006,Second WD,Breakfast,"['Boiled Rice', 'Fried Egg', nan]"
152,21006,Third WE,Breakfast,"['Boiled Rice', 'Roasted Pork']"
153,21007,First WD,Breakfast,"['Fried Egg', nan, 'Boiled Rice', 'Water']"
154,21007,Second WD,Breakfast,"['Boiled Rice', 'Boiled Chicken', nan, nan, 'Water']"
155,21007,Third WE,Breakfast,"['Fried Fish', nan, 'Boiled Rice', 'Water']"
156,21009,First WD,Breakfast,"['Boiled Rice', 'Boiled Leafy Vegetable', nan, 'Water']"
157,21009,Second WD,Breakfast,"['Boiled Rice', 'Fried Egg', nan, 'Water']"
158,21009,Third WE,Breakfast,"['Boiled Leafy Vegetable', nan, nan, 'Boiled Rice', 'Coffee', 'Milk', 'Water']"
159,21012,First WD,Breakfast,"['Milk', nan, 'Boiled Fish', nan, 'Fried Egg', nan, 'Boiled Rice']"
160,21012,Second WD,Breakfast,"['Boiled Egg', 'Boiled Rice', 'Milk', nan]"
161,21012,Third WE,Breakfast,"['Fried Fish', nan, 'Boiled Egg', 'Boiled Rice', 'Water']"
162,21013,First WD,Breakfast,"['Milk', nan, 'Boiled Egg', 'Boiled Rice', 'Water']"
163,21013,Second WD,Breakfast,"['Boiled Egg', 'Milk', nan, 'Canned Processed Meat', nan, nan, 'Boiled Rice', 'Water']"
164,21013,Third WE,Breakfast,"['Milk', nan, 'Fried Egg', nan, 'Boiled Rice', 'Water']"
165,21101,First WD,Breakfast,"['Boiled Rice', 'Fried Egg', nan, 'Milk', nan]"
166,21101,Second WD,Breakfast,"['Boiled Rice', 'Fried Fish', nan, 'Milk', nan]"
167,21101,Third WE,Breakfast,"['Boiled Rice', 'Fried Egg', nan, 'Milk', nan]"
168,21103,First WD,Breakfast,"['Boiled Rice', 'Fried Fish', nan, 'Water']"
169,21103,Second WD,Breakfast,"['Boiled Rice', 'Fried Egg', 'Water']"
170,21103,Third WE,Breakfast,"['Boiled Rice', 'Boiled Egg', nan, 'Water']"
171,21104,First WD,Breakfast,"['Boiled Rice', 'Fried Pork', nan, 'Milk']"
172,21104,Second WD,Breakfast,"['Boiled Rice', 'Boiled Vegetable', nan, nan]"
173,21104,Third WE,Breakfast,"['Boiled Rice', 'Boiled Chicken', nan]"
174,21105,First WD,Breakfast,"['Boiled Rice', 'Sauteed Vegetable', nan, nan]"
175,21105,Second WD,Breakfast,"['Boiled Rice', 'Fried Vegetable', nan, nan]"
176,21105,Third WE,Breakfast,"['Boiled Rice', 'Boiled Vegetable', nan, nan, nan, nan]"
177,21107,First WD,Breakfast,"['Boiled Rice', 'Boiled Vegetable', nan, nan, nan, 'Water']"
178,21107,Second WD,Breakfast,"['Boiled Rice', 'Fried Fish', nan, 'Water']"
179,21107,Third WE,Breakfast,"['Boiled Rice', 'Boiled Vegetable', nan, nan, nan, 'Water']"
180,21108,First WD,Breakfast,"['Boiled Rice', 'Fried Fish', nan, 'Water']"
181,21108,Second WD,Breakfast,"['Boiled Rice', 'Fried Egg', nan, 'Water']"
182,21108,Third WE,Breakfast,"['Boiled Vegetable', nan, nan, nan, 'Water']"
183,21111,First WD,Breakfast,"['Boiled Rice', 'Fried Egg', nan, 'Milk', nan]"
184,21111,Second WD,Breakfast,"['Boiled Rice', 'Fried Processed Meat', nan, 'Milk', nan]"
185,21111,Third WE,Breakfast,"['Boiled Rice', 'Sauteed Vegetable', nan, nan, nan, 'Fried Egg', nan]"
186,21112,First WD,Breakfast,"['Boiled Rice', 'Fried Processed Meat', nan, 'Fried Egg', nan]"
187,21112,Second WD,Breakfast,"['Boiled Rice', 'Fried Processed Meat', nan, 'Fried Egg', nan]"
188,21112,Third WE,Breakfast,"['Boiled Rice', 'Fried Fish', nan, 'Fried Processed Meat', nan, 'Fried Egg', nan]"
189,21113,First WD,Breakfast,"['Baked Bread', nan, 'Fried Fish', nan, 'Boiled Rice']"
190,21113,Second WD,Breakfast,"['Fried Egg', nan, 'Boiled Rice', 'Water']"
191,21113,Third WE,Breakfast,"[nan, 'Fried Egg', nan, 'Boiled Rice', 'Water', 'Milk']"
192,30002,First WD,Breakfast,"['Fried Pork', nan, 'Boiled Rice', 'Milk', 'Water']"
193,30002,Second WD,Breakfast,"['Fried Chicken', nan, 'Boiled Rice']"
194,30002,Third WE,Breakfast,"['Fried Egg', nan, 'Milk', 'Water', 'Boiled Rice']"
195,30003,First WD,Breakfast,"['Boiled Rice', 'Fried Egg', nan]"
196,30003,Second WD,Breakfast,"['Boiled Rice', 'Fried Processed Meat', nan]"
197,30003,Third WE,Breakfast,"['Boiled Rice', 'Boiled Vegetable', nan, nan]"
198,30004,First WD,Breakfast,"['Boiled Rice', 'Fried Egg', nan, 'Milk', nan, 'Water']"
199,30004,Second WD,Breakfast,"['Boiled Rice', 'Beef', nan, nan]"
200,30004,Third WE,Breakfast,"['Boiled Rice', 'Fried Processed Meat', nan, 'Milk', nan]"
201,30007,First WD,Breakfast,"['Boiled Rice', 'Fried Fish']"
202,30007,Second WD,Breakfast,"['Boiled Rice', 'Fried Processed Meat', nan, 'Baked Bread']"
203,30007,Third WE,Breakfast,"['Boiled Rice', 'Fried Processed Meat', nan]"
204,30008,First WD,Breakfast,"['Boiled Rice', 'Fried Fish', nan, 'Milk', nan]"
205,30008,Second WD,Breakfast,"['Boiled Rice', 'Boiled Noodles']"
206,30008,Third WE,Breakfast,"['Boiled Rice', 'Canned Processed Meat', nan]"
207,30014,First WD,Breakfast,"['Boiled Rice', 'Sauteed Noodles', nan, nan, nan, nan, nan, nan, 'Milk', nan]"
208,30014,Second WD,Breakfast,"['Boiled Rice', 'Fried Egg', nan, 'Water']"
209,30014,Third WE,Breakfast,"['Boiled Rice', 'Boiled Pork', nan, nan, 'Milk', nan]"
210,30018,First WD,Breakfast,"['Boiled Rice', 'Fried Egg', nan, 'Boiled Vegetable', nan]"
211,30018,Second WD,Breakfast,"['Boiled Rice', 'Boiled Vegetable', nan, nan, nan]"
212,30018,Third WE,Breakfast,"[nan, 'Boiled Rice', 'Water']"
213,30019,First WD,Breakfast,"['Boiled Rice', 'Fried Processed Meat', nan]"
214,30019,Second WD,Breakfast,"['Boiled Rice', 'Boiled Vegetable', nan, nan]"
215,30019,Third WE,Breakfast,"['Boiled Rice', 'Fried Processed Meat', nan]"
216,30020,First WD,Breakfast,"['Boiled Rice', 'Fried Egg', nan, 'Milk']"
217,30020,Second WD,Breakfast,"['Boiled Rice', 'Fried Processed Meat', nan]"
218,30020,Third WE,Breakfast,"['Fried Egg', nan, 'Boiled Rice']"
219,30021,First WD,Breakfast,"['Boiled Rice', 'Fried Processed Meat', nan]"
220,30021,Second WD,Breakfast,"['Boiled Rice', 'Fried Processed Meat', nan]"
221,30021,Third WE,Breakfast,"['Boiled Chicken/Beef/Pork', 'Boiled Rice', 'Milk', 'Baked Bread']"
222,30022,First WD,Breakfast,"['Boiled Noodles', nan]"
223,30022,Second WD,Breakfast,"['Boiled Rice', 'Boiled Vegetable']"
224,30022,Third WE,Breakfast,"['Boiled Rice', 'Fermented Fish']"
225,30023,First WD,Breakfast,"['Boiled Rice', 'Fried Chicken', nan]"
226,30023,Second WD,Breakfast,"['Boiled Rice', 'Fried Egg', nan]"
227,30023,Third WE,Breakfast,"['Boiled Rice', 'Fried Egg', nan]"
228,30024,First WD,Breakfast,"['Boiled Rice', 'Fried Egg', nan]"
229,30024,Second WD,Breakfast,"['Boiled Rice', 'Fried Egg', nan]"
230,30024,Third WE,Breakfast,"['Fried Fish', nan, 'Boiled Rice']"
231,30025,First WD,Breakfast,"['Boiled Rice', 'Boiled Egg']"
232,30025,Second WD,Breakfast,"['Boiled Rice', 'Fried Processed Meat', nan]"
233,30025,Third WE,Breakfast,"['Boiled Rice', 'Boiled Vegetable', nan, nan]"
234,30026,First WD,Breakfast,"['Boiled Rice', 'Boiled Vegetable', nan, nan, 'Milk']"
235,30026,Second WD,Breakfast,"['Boiled Rice', 'Fried Processed Meat', nan]"
236,30026,Third WE,Breakfast,"['Boiled Rice', 'Sauteed Vegetable', nan, nan, nan]"
237,30030,First WD,Breakfast,"['Boiled Rice', 'Fried Egg', nan, 'Milk', nan]"
238,30030,Second WD,Breakfast,"['Boiled Rice', 'Fried Egg', nan, 'Milk', nan]"
239,30030,Third WE,Breakfast,"['Boiled Rice', 'Fried Egg', nan, 'Water']"
240,30033,First WD,Breakfast,"['Boiled Rice', 'Sauteed Vegetable', nan, nan, nan, nan]"
241,30033,Second WD,Breakfast,"['Boiled Rice', 'Fried Egg', nan, nan, 'Water']"
242,30033,Third WE,Breakfast,"['Boiled Rice', 'Fried Fish', nan, 'Boiled Vegetable', nan]"
243,30034,First WD,Breakfast,"['Fried Egg', nan, nan, 'Boiled Rice']"
244,30034,Second WD,Breakfast,"['Fried Egg', nan, 'Boiled Rice', 'Water']"
245,30034,Third WE,Breakfast,"['Fried Egg', nan, nan, 'Boiled Rice', 'Water']"
246,30036,Weekday First,Breakfast,"['Boiled Rice', 'Fried Processed Meat', nan, 'Water']"
247,30036,Weekday Second,Breakfast,"['Boiled Rice', 'Fried Processed Meat', nan, 'Water']"
248,30036,Weekened,Breakfast,"['Boiled Rice', 'Chicken', nan, nan, nan, nan, 'Water']"
249,30037,First WD,Breakfast,"['Fried Egg', nan, 'Milk', 'Water', 'Boiled Rice']"
250,30037,Second WD,Breakfast,"['Fried Egg', nan, 'Milk', 'Water', 'Boiled Rice', nan]"
251,30037,Third WE,Breakfast,"['Fried Fish', nan, 'Milk', 'Water', 'Boiled Rice']"
252,30101,First WD,Breakfast,"['Boiled Rice', 'Fried Egg', nan, 'Water']"
253,30101,Second WD,Breakfast,"['Boiled Rice', 'Boiled Vegetable', nan, nan, nan, 'Water']"
254,30101,Third WE,Breakfast,"['Boiled Rice', 'Fried Egg', nan, 'Water']"
255,30102,First WD,Breakfast,"['Boiled Egg', 'Boiled Rice', 'Milk', 'Water']"
256,30102,Second WD,Breakfast,"['Boiled Egg', 'Fried Processed Meat', 'Boiled Rice', 'Milk', 'Water']"
257,30102,Third WE,Breakfast,"['Boiled Chicken', nan, 'Boiled Rice']"
258,30103,First WD,Breakfast,"['Boiled Rice', 'Fried Processed Meat', nan, 'Boiled Noodles', nan]"
259,30103,Second WD,Breakfast,"['Boiled Rice', 'Sauteed Pork', nan, nan, nan]"
260,30103,Third WE,Breakfast,"['Boiled Rice', 'Boiled Vegetable', nan, nan]"
261,30105,First WD,Breakfast,"['Boiled Rice', 'Fried Processed Meat', 'Fried Egg', nan, 'Water']"
262,30105,Second WD,Breakfast,"['Boiled Rice', 'Water', 'Fried Processed Meat', nan, 'Fried Egg', nan]"
263,30105,Third WE,Breakfast,"['Boiled Rice', 'Boiled Fish', nan]"
264,30110,First WD,Breakfast,"['Boiled Rice', 'Sauteed Noodles', nan, nan, 'Water']"
265,30110,Second WD,Breakfast,"[nan, 'Boiled Rice', 'Water']"
266,30110,Third WE,Breakfast,"['Fried Egg', nan, 'Boiled Rice', 'Water']"
267,30113,First WD,Breakfast,"['Stir-fried Vegetable', nan, 'Boiled Rice']"
268,30113,Second WD,Breakfast,"['Fermented Fish', 'Boiled Rice']"
269,30113,Third WE,Breakfast,"['Fried Fish', nan, 'Boiled Rice']"
270,30118,First WD,Breakfast,"['Boiled Rice', 'Fried Egg', nan, 'Water']"
271,30118,Second WD,Breakfast,"['Boiled Rice', 'Boiled Vegetable', nan, nan, 'Water']"
272,30118,Third WE,Breakfast,"['Boiled Rice', 'Boiled Vegetable', nan, nan, nan, 'Water']"
273,30119,First WD,Breakfast,"['Boiled Rice', 'Fried Egg']"
274,30119,Second WD,Breakfast,"['Boiled Rice', 'Boiled Noodles']"
275,30119,Third WE,Breakfast,"['Boiled Rice', 'Fried Egg', 'Milk']"
276,30122,First WD,Breakfast,"['Boiled Rice', 'Boiled Vegetable', nan, 'Coffee', nan, 'Baked Bread', 'Water']"
277,30122,Second WD,Breakfast,"['Coffee', nan, 'Fried Fish', nan, 'Boiled Rice']"
278,30122,Third WE,Breakfast,"['Fried Sweets', 'Grilled Chicken/Beef/Pork', 'Boiled Rice', 'Water']"
279,30124,First WD,Breakfast,"['Boiled Rice', nan, nan]"
280,30124,Second WD,Breakfast,"['Boiled Vegetable', nan, nan, nan, 'Boiled Rice']"
281,30124,Third WE,Breakfast,"['Boiled Rice', 'Boiled Vegetable', nan, nan, nan]"
282,30128,First WD,Breakfast,"['Boiled Rice', 'Boiled Egg', 'Water']"
283,30128,Second WD,Breakfast,"['Boiled Rice', 'Fried Egg', nan, 'Water']"
284,30128,Third WE,Breakfast,"['Boiled Rice', 'Fried Vegetable', nan, nan, 'Water']"
285,30129,First WD,Breakfast,"['Boiled Rice', 'Fried Egg', nan, 'Water']"
286,30129,Second WD,Breakfast,"['Boiled Rice', 'Sauteed Vegetable', nan, nan, 'Water']"
287,30129,Third WE,Breakfast,"['Boiled Rice', 'Fried Vegetable', nan, 'Water']"
288,30130,First WD,Breakfast,"['Boiled Rice', 'Boiled Egg', 'Fried Processed Meat', nan, 'Water']"
289,30130,Second WD,Breakfast,"['Boiled Rice', 'Boiled Egg', 'Water', 'Milk', nan]"
290,30130,Third WE,Breakfast,"['Boiled Rice', 'Sauteed Vegetable', nan, nan, nan, nan, nan, 'Water']"
291,30136,Weekday First,Breakfast,"['Boiled Rice', 'Fried Egg', nan, 'Fried Processed Meat', nan, 'Water']"
292,30136,Weekday Second,Breakfast,"['Boiled Rice', 'Fried Processed Meat', nan, 'Water']"
293,30136,Weekend,Breakfast,"['Boiled Rice', 'Fried Chicken', nan, 'Water']"
